text,category,label
"In a group of 120 people, one-fifth are men, one-fourth are women and the rest children. The average age of women is five-sixth of the average age of men. Average age of children is one-fourth of the average age of men. If average age of men is 60 years, what is the average age of the group?",Average,0
"Visitors to a show were charged ₹ 15 each on the first day, ₹ 7.50 each on the second day and ₹ 2.50 each on the third day. The attendance on the three days was in the ratio 2 : 5 : 13. The average charge per person for the whole show was",Average,0
"In an examination, a pupil’s average marks was 63 per paper. If he had obtained 20 more marks for his Geography paper and 2 more marks for his History paper, his average per paper would have been 65. How many papers were there in the examination?",Average,0
"The average age of all the students of a class is 18 years. The average age of boys of the class is 20 years and that of the girls is 15 years. If the number of girls in the class is 20, then find the number of boys in the class.",Average,0
"There are 3 groups of students, each containing 25, 50 and 25 students respectively. The mean marks obtained by the first two groups are 60 and 55. The combined mean of all the three groups is 58. What is the mean of the marks scored by the third group?",Average,0
"A student obtained 60, 75 and 85 marks respectively in three monthly examinations in Physics and 95 marks in the final examination. The three monthly examinations are of equal weightage whereas the final examination is weighted twice as much as a monthly examination. His average marks in Physics are",Average,0
"A student obtained the following marks in percentages in his semester examination English 50, Maths 65, Statistics 70, Economics 58 and Accountancy 63. The weights of these subjects are 2, 2, 1, 1 and 1 respectively. What is the weighted arithmetic mean?",Average,0
"The average of 8 numbers is 20. The average of first two numbers is $15 \frac{1}{2}$ and that of the next three is $21 \frac{1}{3}$. If the sixth number be less than the seventh and eighth numbers by 4 and 7 respectively, then the eighth number is:",Average,0
"If the arithmetic mean of seventy-five numbers is calculated, it is 35. If each number is increased by 5, then mean of new numbers is :",Average,0
"The average of ten numbers is 7. If each number is multiplied by 12, then the average of the new set of numbers is :",Average,0
"Average of ten positive numbers is $x$. If each number is increased by 10%, then $x$",Average,0
"The average height of 35 girls in a class was calculated as 160 cm. It was later found that the height of one of the girls in the class was wrongly written as 144 cm, whereas her actual height was 104 cm. What is the actual average height of the girls in the class? (rounded off to 2 digits after decimal)",Average,0
The mean of 25 observations was found to be 78.4. But later on it was found that 96 was misread as 69. The correct mean is,Average,0
"The average marks in Science subject of a class of 20 students is 68. If the marks of two students were misread as 48 and 65 instead of the actual marks 72 and 61 respectively, what would be the correct average?",Average,0
The average of 10 numbers is 40.2. Later it is found that two numbers have been wrongly added. The first is 18 greater than the actual number and the second number added is 13 instead of 33. Find the correct average.,Average,0
A pupil’s marks were wrongly entered as 83 instead of 63. Due to that the average marks for the class got increased by half. The number of pupils in the class is,Average,0
"While calculating the average of a batsman as 36 in 100 matches that he played, one of the scores 90 was incorrectly noted as 40. The percentage error is",Average,0
"The average age of seven boys sitting in a row facing North is 26 years. If the average age of the first three boys is 19 years and the average age of the last three boys is 32 years, what is the age of the boy who is sitting in the middle of the row?",Average,0
The average of five numbers is 306.4. The average of the first two numbers is 431 and the average of the last two numbers is 214.5. What is the third number?,Average,0
The average marks obtained by 22 candidates in an examination are 45. The average marks of the first ten are 55 and that of the last eleven are 40. The number of marks obtained by the 11th candidate is,Average,0
"The average of 11 numbers is 10.9. If the average of the first six numbers is 10.5 and that of the last six numbers is 11.4, then the middle number is :",Average,0
"The average temperature for the first four days of a week is 40.2ºC and that of the last four days is 41.3° C. If the average temperature for the whole week is 40.6° C, then the temperature on the fourth day is",Average,0
"The average weight of three boys A, B and C is $54 \frac{1}{3}$ kg, while the average weight of three boys B, D and E is 53 kg. What is the average weight of A, B, C, D and E ?",Average,0
"If $a + b = 1$ and $ab = -6$, then what is the value of $a^3 + b^3$? ",Algebra,16
"The mean temperature of Monday to Wednesday was 37°C and of Tuesday to Thursday was 34°C. If the temperature on Thursday was $\frac{4}{5}$ that of Monday, the temperature on Thursday was",Average,0
"The average temperature of the town in the first four days of a month was 58 degrees. The average for the second, third, fourth and fifth days was 60 degrees. If the temperatures of the first and fifth days were in the ratio 7 : 8, then what is the temperature on the fifth day?",Average,0
"The average weight of A, B and C is 45 kg. If the average weight of A and B be 40 kg and that of B and C be 43 kg, then the weight of B is:",Average,0
The average monthly income of P and Q is ₹ 5050. The average monthly income of Q and R is ₹ 6250 and the average monthly income of P and R is ₹ 5200. The monthly income of P is,Average,0
"Average age of ten persons learning yoga is 32 years. When the age of their instructor is added, the average age becomes 34 years. The age of their instructor is",Average,0
"The average monthly income of a family of four earning members was ₹ 15130. One of the daughters in the family got married and left home, so the average monthly income of the family came down to ₹ 14660. What is the monthly income of the married daughter?",Average,0
"The average weight of a class of 24 students is 35 kg. If the weight of the teacher be included, the average rises by 400 g. The weight of the teacher is",Average,0
The average age of the mother and her six children is 12 years which is reduced by 5 years if the age of the mother is excluded. How old is the mother?,Average,0
"The average weight of 8 men is increased by 1.5 kg when one of the men, who weighs 65 kg is replaced by a new man. The weight of the new man is",Average,0
"There were 24 students in a class. One of them, who was 18 years old, left the class and his place was filled up by a newcomer. If the average of the class thereby, was lowered by one month, the age of the newcomer is",Average,0
The average weight of 45 students in a class is 52 kg. Five of them whose average weight is 48 kg leave the class and other 5 students whose average weight is 54 kg join the class. What is the new average weight (in kg) of the class?,Average,0
"The average height of 25 boys is 1.4 m. When 5 boys leave the group, then the average height increases by 0.15 m. What is the average height of the 5 boys who leave ?",Average,0
The average of 11 players of a cricket team is decreased by 2 months when two of them aged 17 years and 20 years are replaced by two new players. The average age of the new players is,Average,0
"The average age of an adult class is 40 years. 12 new students with an average age of 32 years join the class, thereby decreasing the average by 4 years. The original strength of the class was",Average,0
"In a class with a certain number of students, if one student weighing 50 kg is added then the average weight of the class increases by 1 kg. If one more student weighing 50 kg is added, then the average weight of the class increases by 1.5 kg over the original average. What is the original average weight (in kg) of the class?",Average,0
"When 15 is included in a list of natural numbers, their mean is increased by 2. When 1 is included in this new list, the mean of the numbers in the new list is decreased by 1. How many numbers were there in the original list?",Average,0
"The captain of a cricket team of 11 members is 26 years old and the wicket keeper is 3 years older. If the ages of these two are excluded, the average age of the remaining players is one year less than the average age of the whole team. What is the average age of the team?",Average,0
A batsman makes a score of 84 runs in the 21st inning and thus increases his average by 2 runs. His average after 21st inning is,Average,0
A cricketer whose bowling average is 12.4 runs per wicket takes 5 wickets for 26 runs and thereby decreases his average by 0.4. The number of wickets taken by him till the last match was,Average,0
"A team of 8 persons joins in a shooting competition. The best marksman scored 85 points. If he had scored 92 points, the average score for the team would have been 84. The number of points, the team scored was",Average,0
A motorist travels to a place 150 km away at an average speed of 50 km / hr and returns at 30 km / hr. His average speed for the whole journey in km / hr is,Average,0
"The average weight of 3 men A, B and C is 84 kg. Another man D joins the group and the average now becomes 80 kg. If another man E, whose weight is 3 kg more than that of D, replaces A, then the average weight of B, C, D and E becomes 79 kg. The weight of A is",Average,0
The average age of a husband and his wife was 23 years at the time of their marriage. After five years they have a one-year old child. The average age of the family now is,Average,0
The sum of a non-zero number and twenty times its reciprocal is $9$. What is the number? ,Algebra,16
"Four years ago, the average age of A and B was 18 years. At present the average age of A, B and C is 24 years. What would be the age of C after 8 years?",Average,0
"Five years ago the average age of A, B, C, D was 45 years. By including X the present average of all the five is 49 years. Then the present age of X is",Average,0
"The average age of husband, wife and their child 3 years ago was 27 years and that of wife and the child 5 years ago was 20 years. The present age of the husband is",Average,0
The average age of a husband and wife at the time of their marriage was 25 years. A son was born to them two years after their marriage. The present average age of all three of them is 24 years. How many years is it since the couple got married?,Average,0
"When the average age of a couple and their son was 42 years, the son married and got a child after one year. When the child was 5 years old, the average age of the family became 36 years. What was the age of daughter-in-law at the time of their marriage?",Average,0
"Four years ago, the average age of a family of four persons was 18 years. During this period, a baby was born. Today if the average age of the family is still 18 years, the age of the baby is",Average,0
"After replacing an old member by a new member, it was found that the average age of five members of a club is the same as it was 3 years ago. What is the difference between the ages of the replaced and the new member?",Average,0
"The average age of 3 children in a family is 20% of the average age of the father and the eldest child. The total age of the mother and the youngest child is 39 years. If the father’s age is 26 years, what is the age of the second child?",Average,0
The average age of a group of persons going for picnic is 16 years. Twenty new persons with an average age of 15 years join the group on the spot due to which their average age becomes 15.5 years. The number of persons initially going for picnic is,Average,0
"Ten years ago, the ages of the members of a joint family of eight people added up to 231 years. Three years later, one member died at the age of 60 years and a child was born during the same year. After another three years, one more member died, again at 60, and a child was born during the same year. The current average of this eight-member joint family is nearest to",Average,0
"Mr. Joe’s family consists of six people–himself, his wife and their four children. It is known that the average age of the family immediately after the birth of the first, second, third and fourth child was 16, 15, 16 and 15 years respectively. Find the age of Mr. Joe’s eldest son if the present average age of the entire family is 16 years.",Average,0
Total expenses of a boarding house are partly fixed and partly varying linearly with the number of boarders. The average expense per boarder is ₹ 700 when there are 25 boarders and ₹ 600 when there are 50 boarders. What is the average expense per boarder when there are 100 boarders?,Average,0
"A certain factory employed 600 men and 400 women and the average wage was ₹ 25.50 per day. If a woman got ₹ 5 less than a man, then what are their daily wages?",Average,0
The arithmetic mean of the scores of a group of students in a test was 52. The brightest 20% of them secured a mean score of 80 and the dullest 25% a mean score of 31. The mean score of remaining 55% is,Average,0
"A coaching institute has students in 3 batches - X, Y and Z. In a certain examination, the average marks obtained by these batches are 72, 60 and 50 respectively. The average marks of batches X and Y taken together is 69. If the ratio of the number of students in batches Y and Z is 6 : 7, what is the average score of all the three batches put together?",Average,0
The average salary of all the workers in a workshop is ₹ 8000. The average salary of 7 technicians is ₹ 12000 and the average salary of the rest is ₹ 6000. The total number of workers in the workshop is,Average,0
"In a school with 600 students, the average age of the boys is 12 years and that of the girls is 11 years. If the average age of the school is 11 years 9 months, then the number of girls in the school is:",Average,0
"The average score of a class of boys and girls in an examination is A. The ratio of boys and girls in the class is 3 : 1. If the average score of the boys is A + 1, the average score of the girls is",Average,0
In an engineering college the average salary of all engineering graduates from Mechanical trade is ₹ 2.45 lacs per annum and that of the engineering graduates from Electronics trade is ₹ 3.56 lacs per annum. The average salary of all Mechanical and Electronics graduates is ₹ 3.12 lacs per annum. Find the least number of Electronics graduates passing out from this institute.,Average,0
The average age of students of a class is 15.8 years. The average age of boys in the class is 16.4 years and that of the girls is 15.4 years. The ratio of the number of boys to the number of girls in the class is,Average,0
The mean monthly salary paid to graduating MBA class of a management institute is ₹ 16000. The mean monthly salary paid to students with work experience is ₹ 18000. The corresponding figure for the students without any work experience is ₹ 12000. Determine the percentage of students with work experience and those without any work experience in the class.,Average,0
"My Scooty gives an average of 40 kmpl of petrol. But after recent filling at the new petrol pump, its average dropped to 38 kmpl. I investigated and found out that it was due to adulterated petrol. Petrol pumps add kerosene, which is $\frac{2}{3}$ cheaper than petrol, to increase their profits. Kerosene generates excessive smoke and knocking and gives an average of 18 km per 900 ml. If I paid ₹ 30 for a litre of petrol, what was the additional amount the pump-owner was making?",Average,0
"Average score of a class of 60 students, in an exam, was 43. Average score of the students who had passed is 52 and the average score of students who had failed is 16. How many failed the exam?",Average,0
"The average of 11 results is 60. If the average of first six results is 58 and that of last six is 63, find the 6th result.",Average,0
"The average weight of 21 boys was recorded as 64 kg. If the weight of the teacher was added, the average increased by 1 kg. What was the teacher’s weight?",Average,0
The average of 12 numbers is 15 and the average of the first two is 14. What is the average of the rest?,Average,0
"The average expenditure of a man for the first five months is ₹ 1200 and for the next seven months is ₹ 1300. If he saves ₹ 2900 in that year, his monthly average income is",Average,0
"In a primary school the average weight of male students is 65.9 kg and the average weight of female students is 57 kg. If the average weight of all the students (both male and female) is 60.3 kg and the number of male students in the school is 66, what is the number of female students in the school?",Average,0
"Out of 10 teachers of a school, one teacher retires and in place of him a new teacher 25 years old joins. As a result of it average age of the teachers reduces by 3 years. Age of the retired teacher (in years) is:",Average,0
Six numbers are arranged in decreasing order. The average of the first five numbers is 30 and the average of the last five numbers is 25. The difference of the first and the last numbers is,Average,0
"The average weight of A, B and C is 40 kgs. Weight of C is 24 kgs more than A’s weight and 3 kgs less than B’s weight. What will be the average weight of A, B, C and D, if D weights 15 kgs less than C?",Average,0
There are three positive numbers. One third of the average of all the three numbers is 8 less than the value of the highest number. The average of the lowest and the second lowest number is 8. What is the highest number?,Average,0
"A shop of electronic goods is closed on Monday. The average daily sales for remaining six days of a week is ₹ 15,640/- and the average sale of Tuesday to Saturday is ₹ 14,124/-. The sales on Sunday is",Average,0
"The mean high temperature of the first four days of a week is 25ºC whereas the mean of the last four days is 25.5ºC. If the mean of the whole week is 25.2ºC, then the temperature of the 4th day is",Average,0
"The average monthly income of P and Q is ₹ 6,000; that of Q and R is ₹ 5,250; and, that P and R is ₹ 5,500. What is P’s monthly income?",Average,0
The average of 6 numbers is 7. The average of three numbers of them is 5. What will be the average of remaining numbers?,Average,0
"The average weight of boys in a class is 30 kg and the average weight of girls in the same class is 20 kg. If the average weight of the whole class is 23.25 kg, what could be the possible strength of boys and girls respectively in the same class?",Average,0
"Average of a, b, and c is 11; average of c, d and e is 17; average of e and f is 22 and average of e and c is 17. Find out the average of a, b, c, d, e¸ and f.",Average,0
"There are 4 consecutive odd numbers ($x_1, x_2, x_3$ and $x_4$) and three consecutive even numbers ($y_1, y_2$ and $y_3$). The average of the odd numbers is 6 less than the average of the even numbers. If the sum of the three even numbers is 16 less than the sum of the four odd numbers, what is the average of $x_1, x_2, x_3$ and $x_4$ ?",Average,0
A library has an average of 510 visitors on Sundays and 240 on other days. What is the average number of visitors per day in the month of June beginning with a Sunday?,Average,0
The average weight of a group of 75 girls was calculated as 47 kgs. It was later discovered that the weight of one of the girls was read as 45 kgs. Whereas her actual weight was 25 kgs. What is the actual average weight of the group of 75 girls? (Rounded off to two digits after decimal),Average,0
"If $a^3 + b^3 = 72$ and $ab = 8$, then what is the value of $a + b$? ",Algebra,16
Sum of four times a fraction and $7$ times its reciprocal is $16$. What is the fraction? ,Algebra,16
"If $x(2x + 3) = 90$ and $7y^{-1/2} + 2y^{-1/2} = y^{1/2}$ ($x$ and $y$ are positive numbers), then what is the value of $x^2 + y^2$? ",Algebra,16
"If $x/y = 4/9$, then what is the value of $(7x^2 - 19xy + 11y^2)/y^2$? ",Algebra,16
"If $x^2 + y^2 + z^2 = xy + yz + zx$, then what is the value of $(7x + 3y - 5z)/(5x)$? ",Algebra,16
"If $a + b + c = 11$ and $ab + bc + ca = 17$, then what is the value of $a^3 + b^3 + c^3 - 3abc$? ",Algebra,16
"If $(x/5) + (5/x) = -2$, then what is the value of $x^3$? ",Algebra,16
"If $x + (1/x) = 2$, then what is the value of $x^{21} + (1/x^{1331})$? ",Algebra,16
"If $x^3 - y^3 = 81$ and $x - y = 3$, then what is the value of $x^2 + y^2$? ",Algebra,16
"If $5x - (1/2)(2x -7) = 5.5$, then what is the value of $x$? ",Algebra,16
"If $a + b = 4$ and $ab = -5$, then what is the value of $a^3 + b^3$? ",Algebra,16
"If $4^{(x+y)} = 256$ and $256^{(x-y)} = 4$, then what is the value of $x$ and $y$? ",Algebra,16
"If the expression $px^3 - qx^2 - 7x - 6$ is completely divisible by $x^2 - x - 6$, then what is the value of $p$ and $q$ respectively? ",Algebra,16
"If the expression $px^3 - 2x^2 - qx + 18$ is completely divisible by $(x^2 - 9)$, then what is the ratio between $p$ and $q$ respectively? ",Algebra,16
"If $x + y = 5$, $x^3 + y^3 = 35$, then what is the positive difference between $x$ and $y$? ",Algebra,16
"If $x/3 - [5(7x/5 - 4/3)]/2 = -x/6$, then what is the value of $x$? ",Algebra,16
"If $a^3 + b^3 = 19$ and $a + b = 1$, then what is the value of $ab$? ",Algebra,16
"If $17/3 + [3(2x - 5/3)]/2 = 1/6$, then what is the value of $x$? ",Algebra,16
"If $a + b = 5$ and $ab = 6$, then what is the value of $a^3 + b^3$? ",Algebra,16
The sum of a fraction and $3$ times its reciprocal is $37/10$. What is the fraction? ,Algebra,16
"If $5x/2 - [7(6x - 3/2)]/4 = 5/8$, then what is the value of $x$? ",Algebra,16
"If $a^3 - b^3 = 91$ and $a - b = 1$, then what is the value of $ab$? ",Algebra,16
A fraction is greater than twice its reciprocal by $7/15$. What is the fraction? ,Algebra,16
"If $[7(5x/3 - 3/2)]/2 + 3/2 = 1/4$, then what is the value of $x$? ",Algebra,16
"If $a^3 + b^3 = 19$ and $ab = -6$, then what is the value of $a + b$? ",Algebra,16
"If $[4(2x/5 - 3/2)]/3 + 7/5 = 37/5$, then what is the value of $x$? ",Algebra,16
"If $a - b = 4$ and $ab = -3$, then what is the value of $a^3 - b^3$? ",Algebra,16
"When $[x + (1/x)] = 5$, then what is the value of $[x - (1/x)]$? ",Algebra,16
"If $x = (\sqrt{2} + 1)/(\sqrt{2} - 1)$, then what is the value of $(x^5 + x^4 + x^2 + x)/x^3$? ",Algebra,16
"If $x = 5 - 2\sqrt{6}$, then what is the value of $\sqrt{x} +(1/\sqrt{x})$? ",Algebra,16
"If $27^x + 27^{[x - 1/3]} = 972$, then what is the value of $x$? ",Algebra,16
"If $a = 73$, $b = 74$ and $c = 75$, then what is the value of $a^3 + b^3 + c^3 - 3abc$? ",Algebra,16
"If $x^2 + (1/x^2) = 31/9$ and $x > 0$, then what is the value of $x^3 + (1/x^3)$? ",Algebra,16
"If $x - (1/x) = 3$, then what is the value of $(2x^4 + 3x^3 + 13x^2 - 3x + 2) / (3x^4 + 3)$? ",Algebra,16
"If $8x/3 + [7(5 - 2x/3)]/2 = 1/2$, then what is the value of $x$? ",Algebra,16
"If $a - b = -1$ and $ab = 6$, then what is the value of $a^3 - b^3$? ",Algebra,16
The sum of a fraction and $3$ times its reciprocal is $31/6$. What is the fraction? ,Algebra,16
"If $\large x - 3 + [\frac{1}{(x - 3)}] = 4$, what is the value of $(x - 3)^3 + \large[\frac{1}{(x - 3)^3}]$? ",Algebra,16
"The ratio of the present ages of a mother and her daughter is 7 : 1. Four years ago, the ratio of their ages was 19 : 1. What will be the mother’s age four years from now? ",Problems on Ages,4
"The ages of Nishi and Vinnee are in the ratio 6 : 5 respectively. After 9 years, the ratio of their ages will be 9 : 8. What is the difference in their ages now ? ",Problems on Ages,4
"The present ages of Amit and his father are in the ratio 2 : 5 respectively. Four years hence, the ratio of their ages becomes 5 : 11 respectively. What was the father’s age five years ago?",Problems on Ages,4
"The ratio of the ages of a father and his son is 17 : 7 respectively. Six years ago, the ratio of their ages was 3 : 1 respectively. What is the father’s present age ? ",Problems on Ages,4
"The ages of Shakti and Kanti are in the ratio of 8 : 7 respectively. After 10 years, the ratio of their ages will be 13 : 12. What is the difference between their ages ? ",Problems on Ages,4
The ages of A and B are in the ratio 6 : 5 and the sum of their ages is 44 years. What will be the ratio of their ages after 8 years? ,Problems on Ages,4
Farah got married 8 years ago. Today her age is $2 \frac{1}{7}$ times her age at the time of her marriage. At present her daughter‘s age is one-sixth of her age. What was her daughter’s age 3 years ago? ,Problems on Ages,4
"The age of a mother today is thrice that of her daughter. After 12 years, the age of the mother will be twice that of her daughter. The present age of the daughter is: ",Problems on Ages,4
"The present age of Mr. Sanyal is three times the age of his son. Six years hence, the ratio of their ages will be 5 : 2. What is the present age of Mr. Sanyal? ",Problems on Ages,4
"The average of the ages of a man and his daughter is 34 years. If the respective ratio of their ages four years from now is 14 : 5, what is daughter’s present age? ",Problems on Ages,4
"Ratio of Rani’s and Komal’s ages is 3 : 5 respectively. Ratio of Komal’s and Pooja’s ages is 2 : 3 respectively. If Rani is two-fifth of Pooja’s age, what is Rani’s age? ",Problems on Ages,4
"The age of a father 10 years ago was thrice the age of his son. 10 years hence, the father’s age will be twice that of his son. The ratio of their present ages is ",Problems on Ages,4
"The ratio between the ages of Ram and Mohan is 4 : 5 and that between the ages of Ram and Anil is 5 : 6. If the sum of the ages of the three is 69 years, what is Mohan’s age? ",Problems on Ages,4
"At present, Suresh’s age is twice the age of his daughter. After 6 years from now, the ratio of the ages of Suresh and his daughter will be 23 : 13. What is the present age of Suresh? ",Problems on Ages,4
"The difference between the present ages of Arun and Deepak is 14 years. Seven years ago, the ratio of their ages was 5 : 7 respectively. What is Deepak’s present age? ",Problems on Ages,4
"Ten years ago, a man was seven times as old as his son. Two years hence, twice his age will be equal to five times the age of his son. What is the present age of the son? ",Problems on Ages,4
"The ages of Samina and Suhana are in the ratio of 7 : 3 respectively. After 6 years, the ratio of their ages will be 5 : 3. What is the difference in their ages? ",Problems on Ages,4
"The ages of Sulekha and Arunima are in the ratio of 9 : 8 respectively. After 5 years, the ratio of their ages will be 10 : 9. What is the difference in their ages? ",Problems on Ages,4
"The ages of A and B are presently in the ratio of 5 : 6 respectively. Six years hence, this ratio will become 6 : 7 respectively. What was B’s age 5 years ago? ",Problems on Ages,4
"The age of the mother today is thrice that of her daughter. After 12 years, the age of the mother will be twice that of her daughter. The age of the daughter today is ",Problems on Ages,4
"The sum of the ages of a daughter and her mother is 56 years. After four years, the age of the mother will be three times that of the daughter. At present their ages are ",Problems on Ages,4
"The present age of son is half of the present age of his mother. Ten years ago, his mother’s age was thrice the age of her son. What is the present age of the son? ",Problems on Ages,4
"Ram’s son’s age is $\frac{1}{3}$ of Ram’s wife’s age. Ram’s wife’s age is $\frac{4}{5}$ of Ram’s age and Ram’s age is $\frac{3}{5}$ of Ram’s father’s age. Find the age of Ram’s son, if Ram’s father is 50 years old. ",Problems on Ages,4
"Ratio between the ages of Subhash, Prasad and Amar is 3 : 6 : 7. If the difference between the ages of Prasad and Amar is 10 years, then what is the difference between the ages of Subhash and Prasad? ",Problems on Ages,4
Rajan got married 8 years ago. His present age is $\frac{6}{5}$ times his age at the time of his marriage. Rajan’s sister was 10 years younger to him at the time of his marriage. The age of Rajan’s sister is ,Problems on Ages,4
"The ages of two persons differ by 20 years. If 5 years ago, the older one be 5 times as old as the younger one, then their present ages are ",Problems on Ages,4
A couple has a son and a daughter. The age of the father is four times that of the son and the age of the daughter is one-third of that of her mother. The wife is 6 years younger to her husband and the sister is 3 years older than her brother. The mother’s age is ,Problems on Ages,4
"The present ages of three persons are in the proportion 4 : 7 : 9. Eight years ago, the sum of their ages was 56 years. The present age of the eldest person is",Problems on Ages,4
"In 10 years, A will be twice as old as B was 10 years ago. If A is now 9 years older than B, the present age of B is",Problems on Ages,4
Reenu’s father was 38 years of age when she was born while her mother was 36 years old when her brother 4 years younger to her was born. What is the difference between the ages of her parents?,Problems on Ages,4
The sum of the ages of 5 children born at the intervals of 3 years each is 50 years. What is the age of the youngest child?,Problems on Ages,4
"A man was asked to state his age in years. His reply was, “Take my age 3 years hence, multiply it by 3 and then subtract 3 times my age 3 years ago and you will know how old I am.” What is the age of the man? ",Problems on Ages,4
"The sum of the ages of Jayant, Prem and Paras is 93 years. Ten years ago, the ratio of their ages was 2 : 3 : 4. What is the present age of Paras?",Problems on Ages,4
"The sum of the ages of a man and his son is 45 years. Five years ago, the product of their ages was 34. The man’s age is",Problems on Ages,4
The ratio of a man’s age and his son’s age is 7 : 3 and the product of their ages is 756. The ratio of their ages after 6 years will be,Problems on Ages,4
Sonal is 40 years old and Nitya is 60 years old. How many years ago was the ratio of their ages 3 : 5?,Problems on Ages,4
The ratio between the present ages of A and B is 5 : 3 respectively. The ratio between A’s age 4 years ago and B’s age 4 years hence is 1 : 1. What is the ratio between A’s age 4 years hence and B’s age 4 years ago?,Problems on Ages,4
"If $x/2 - [4(15/2) - x/3]/3 = -x/18$, then what is the value of $x$? ",Algebra,16
"The ratio of the ages of a man and his wife is 4 : 3. After 4 years, this ratio will be 9 : 7. If at the time of their marriage, the ratio of their ages was 5 : 3, then how many years ago were they married?",Problems on Ages,4
"The ratio between the ages of Neelam and Shiny is 5 : 6 respectively. If the ratio between the one-third age of Neelam and half of Shiny’s age is 5 : 9, then what is Shiny’s age? ",Problems on Ages,4
"18 years ago, a man was three times as old as his son. Now, the man is twice as old as his son. The sum of the present ages of the man and his son is ",Problems on Ages,4
"A man is aged three times more than his son Ronit. After 8 years, he would be two and a half times of Ronit’s age. After further 8 years, how many times would he be of Ronit’s age?",Problems on Ages,4
"One year ago, Promila was four times as old as her daughter Sakshi. Six years hence, Promila’s age will exceed her daughter’s age by 9 years. The ratio of the present ages of Promila and her daughter is",Problems on Ages,4
"The age of a man 10 years ago was thrice the age of his son. 10 years hence, the man’s age will be twice the age of his son. The ratio of their present ages is ",Problems on Ages,4
"Tanya’s grandfather was 8 times older to her 16 years ago. He would be 3 times of her age 8 years from now. 8 years ago, what was the ratio of Tanya’s age to that of her grandfather? ",Problems on Ages,4
"The difference between the ages of two men is 10 years. 15 years ago, the elder one was twice as old as the younger one. The present age of the elder man is",Problems on Ages,4
"6 years ago, the ratio of the ages of Kunal and Sagar was 6 : 5. Four years hence, the ratio of their ages will be 11 : 10. What is Sagar’s age at present? ",Problems on Ages,4
"Sneh’s age is $\frac{1}{6}$ of her father’s age. Sneh’s father’s age will be twice of Vimal’s age after 10 years. If Vimal’s 8th birthday was celebrated 2 years ago, then what is Sneh’s present age?",Problems on Ages,4
"The ages of Samina and Suhana are in the ratio of 7 : 3 respectively. After 6 years, the ratio of their ages will be 5 : 3. What is the difference in their ages? ",Problems on Ages,4
"The ages of Sulekha and Arunima are in the ratio 9 : 8 respectively. After 5 years, the ratio of their ages will be 10 : 9. What is the difference in their ages? ",Problems on Ages,4
"Three years ago, the ratio of the ages of Amisha and Nimisha was 8 : 9 respectively. 3 years hence, the ratio of their ages will be 11 : 12 respectively. What is the present age of Amisha? ",Problems on Ages,4
"If 10 years are subtracted from the present age of Mr. Roy and the remainder divided by 14, then you would get the present age of his grandson Sachin. If Sachin is 9 years younger to Saloni whose age is 14 years, then what is the present age of Mr. Roy?",Problems on Ages,4
"X’s age 3 years ago was three times the present age of Y. At present, Z’s age is twice the age of Y. Also Z is 12 years younger than X. What is the present age of Z? ",Problems on Ages,4
"Eight year ago, Poorvi’s age was equal to the sum of the present ages of her one son and one daughter. Five years hence, the respective ratio between the ages of her daughter and her son that time will be 7 : 6. If Poorvi’s husband is 7 years elder to her and his present age is three times the present age of their son, what is the present age of the daughter? [in years] ",Problems on Ages,4
The sum of present ages of a father and his son is 8 years more than the present age of the mother. The mother is 22 years older than the son. What will be the age of the father after 4 years? ,Problems on Ages,4
"Rahul is as much younger than Sagar as he is older than Purav. If the sum of the ages of Purav and Sagar is 66 years, and Sagar’s age is 48 years, then what is Purav’s age? [in years] ",Problems on Ages,4
"4 years ago, the ratio of $\frac{1}{2}$ of A’s age at that time and four times of B’s age at the time was 5 : 12. Eight years hence, $\frac{1}{2}$ of A’s age at that time will be less than B’s age at that time by 2 years. What is B’s present age? ",Problems on Ages,4
"Ten years hence, the respective ratio between Simmi’s age and Niti’s age will be 7 : 9. Two years ago, the respective ratio between Simmi’s age and Niti’s age was 1 : 3. If Abhay is 4 years older to his sister Niti, what is Abhay’s present age? [in years] ",Problems on Ages,4
In two successive years 100 and 75 students of a school appeared at the final examination. Respectively 75% and 60% of them passed. The average rate of pass is,Percentage,2
"A toy merchant announces 25% rebate in prices of balls. If one needs to have a rebate of $`$ 40, then how many balls each costing $`$ 32, he should purchase?",Percentage,2
1.14 expressed as a percent of 1.9 is,Percentage,2
"Kamal has 160 toffees. He gave 5% toffees to Ravi, 15% toffees to Anita and one-fourth of the toffees to Gagan. How many toffees are left with Kamal after the distribution?",Percentage,2
A shopkeeper sells note-books at the rate of $`$ 45 each and earns a commission of 4%. He also sells pencil boxes at the rate of $`$ 80 each and earns a commission of 20%. How much amount of commission will he earn in two weeks if he sells 10 note-books and 6 pencil boxes a day?,Percentage,2
"It costs $`$ 1 to photocopy a sheet of paper. However, 2% discount is allowed on all photocopies done after first 1000 sheets. How much will it cost to copy 5000 sheets of paper?",Percentage,2
"A housewife saved $`$ 2.50 in buying an item on sale. If she spent $`$ 25 for the item, approximately how much percent she saved in the transaction?",Percentage,2
How many litres of pure acid are there in 8 litres of a 20% solution?,Percentage,2
"Rajeev buys goods worth $`$ 6650. He gets a rebate of 6% on it. After getting the rebate, he pays sales tax @ 10%. Find the amount he will have to pay for the goods.",Percentage,2
Which one of the following shows the best percentage?,Percentage,2
